farmers,511.9458952592793
february,480.92242783652443
fell,363.4573875152003
field,427.187647598698
figures,316.49251654776737
first,411.6099225198307
five,375.5502443913157
for,886.4372325999708
foreign,474.3323515706425
four,326.3460548527881
french,359.9018574543332
from,974.2957704599285
further,267.5949365497954
futures,441.71775595675655
gas,685.716097174573
government,657.4211361927343
grain,1018.9137973745172
group,298.1131882244134
gulf,770.8398183922573
had,707.5479334354822
has,750.1335965772909
have,763.7958862176617
he,1191.2226693087885
help,301.5918887913573
high,319.63078289966467
higher,373.3941163113625
house,321.7156756460873
however,316.4026063165465
i,323.5718353307044
if,571.0342027188245
import,347.2108299530753
imports,623.7668376908481
in,1293.3994590168884
inc,322.1019273351162
increase,422.08727860547435
increased,309.3201048218179
industry,634.5154306518475
international,322.6265263070535
into,361.2824086309502
iran,612.9952953614572
iranian,487.6032804416248
iraq,348.5004289978617
is,1002.5670299293497
it,903.2062438193985
its,881.3960489916826
january,390.42552031638706
japan,515.4183206456889
june,328.92103872757076
kuwait,338.43733102638595
last,840.450777986466
less,267.5949365497954
level,306.7637403191583
levels,292.7897384346917
likely,290.30069874655527
loan,334.3052028935251
long,295.45146332955255
lower,358.82295133916836
lt,739.5329968506578
lyng,379.79380615432285
made,368.8122293600158
maize,588.9512916628021
major,394.1268484466869
make,282.7595994051796
march,479.6427183879228
market,739.321013912721
markets,288.17864757444164
may,564.5739906028948
meeting,405.50169921527055
minister,445.55713262455885
ministry,321.23635586788254
mln,1883.8673368032275
month,554.9721031613358
months,319.63078289966455
more,570.9592860677495
most,344.9566947374744
much,284.83201492040786
national,332.00451623250245
natural,316.51441011123
new,613.2582098095909
next,380.82337120809814
nil,1490.2308581304985
no,496.75533090117165
north,282.10287625517464
not,847.7271258747469
now,398.5583131335532
of,1050.7247747787815
off,400.0676774160303
offer,469.7368141771972
official,627.9410612644972
officials,487.1949512877969
oil,1704.1580212508627
on,999.4161207218989
one,627.2315092489038
only,400.2248312558915
opec,1268.7239112399252
or,588.9121763909476
other,506.8930565784506
out,364.59610935451025
output,650.3242986107241
over,466.75063509863105
payments,331.4434488069575
pct,1270.7670537362494
per,604.0591418559574
period,278.0449130621168
petroleum,494.0509688707161
pipeline,474.6529417763311
policy,312.03327191708667
president,370.7029615774675
previous,330.05388696274315
price,822.1373123495988
prices,1030.4892569319047
producers,366.35819372154094
production,946.8195917407486
products,337.8101408822942
program,562.056780927431
quota,334.4565710688389
rate,299.1447345765163
reagan,327.35981030654506
refinery,409.43833208590246
report,602.2242565355001
reported,323.5325409508928
reserves,484.75179926945145
reuters,285.73054834970014
rice,507.37386776548067
rise,362.83311428098267
rose,386.88856787684233
s,827.5290180509888
said,805.2823321132362
sales,511.5621102962835
saudi,607.6417736372978
says,321.75164453303205
season,461.0858361191069
secretary,305.5369971020341
set,271.39097930412794
should,394.94226036675315
since,334.3545272423079
so,261.6168676181409
some,538.3553842281473
sources,576.842089181235
south,387.75137291695967
soviet,750.0646446839428
soybean,387.2027156473474
spokesman,384.62680757380747
state,436.6825789252294
statement,287.85086768334133
states,447.9956095817361
still,293.9819178058599
stocks,701.0933632023297
such,318.3554118915769
sugar,407.20231514492025
supplies,302.10656363172944
supply,403.57194890248167
take,277.29408140352683
tax,500.28700175272996
texas,394.64195052217036
than,576.9513803951018
that,1234.915964213949
the,1591.983708285968
their,472.9703678019936
there,488.5900082842621
they,740.5264149755955
this,764.8637983915971
three,399.6214013116052
through,367.3488669555481
time,311.12006162131394
to,1084.708889502779
today,462.7190208817242
told,436.7575339236238
tonne,336.3337018797376
tonnes,1567.5858333533401
total,626.0493193323571
trade,717.9416785509738
traders,443.68538281809305
two,533.6414356116013
u,1115.9568384450956
under,497.0371993289086
union,497.35819387989704
united,403.7440870499817
up,655.2250411990565
usda,671.1689202001303
use,384.28712855159114
venezuela,359.91817152032024
vs,439.18743000168985
was,912.8491061698957
we,748.7428221914699
weather,340.79202431516507
week,735.5016513921042
well,375.92228168273664
were,787.8748118117136
west,374.0802724275293
wheat,1331.4790880169896
when,379.4900323720947
which,659.8546042053292
while,369.16262899188047
who,312.3664469246723
will,936.1491327597923
winter,404.9103264486006
with,870.9184510716765
world,559.3695891946982
would,1002.1713838634599
year,998.4171652796678
years,411.4643321098991
yesterday,302.96945931126055
